id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_solicitado,taxa_juros,possibilidade_inadimplencia,percentual_renda,tempo_historico_solicitacoes,adimplente
htkqy0q1-spty,28,20000,Alugado,4,Pessoal,D,4000,14.59,0,0.2,9,N
r6attxmc-1ryz,27,120000,Hipotecada,11,Educação,E,20000,NULL,0,0.17,7,S
o0ttx2wl-lrpa,23,68000,Hipotecada,5,Médico,B,11500,9.99,0,0.17,2,N
4hphkpo9-yqdc,31,46992,Alugado,1,Médico,B,11000,11.14,0,0.23,9,N
se66oekj-9256,23,39000,Alugado,1,Pessoal,B,12000,10.99,1,0.31,2,N
aoljntey-cbxa,30,52000,Hipotecada,2,Pessoal,C,18500,10.91,0,0.36,7,N
f6duo1sa-9bhc,26,59497,Própria,2,Médico,E,7000,17.88,1,0.1,2,N
qkytdvfl-n1uf,24,79050,Alugado,2,Médico,B,2100,9.91,1,0.02,4,N
v0bz8uay-hxvk,30,75000,Alugado,2,Médico,C,6000,12.68,0,0.08,8,N
vm7jxzhx-hpqf,29,32997,Alugado,7,"Pegamento de dívidas",A,10000,5.79,0,0.3,7,N
iykcjmrz-egj7,NULL,70000,Alugado,5,Educação,B,13225,16.11,0,NULL,7,S
nltlc5xh-swq0,22,24000,Alugado,6,Médico,B,6000,10.65,0,0.25,4,N
x1holl5o-0gq0,22,22800,Alugado,4,Educação,C,5000,13.85,0,0.22,2,S
osyrljt1-yh9e,35,30000,Hipotecada,11,Médico,B,11000,10.65,0,0.37,10,N
iihlzvhq-twxx,23,24000,Própria,2,Educação,D,8000,15.62,0,0.33,2,N
oard4ox7-f4zw,23,25200,Alugado,7,Educação,B,7200,11.86,1,0.29,4,N
wbjzhlin-mxl5,33,75000,Hipotecada,6,Empreendimento,A,6000,7.51,0,0.08,5,N
poisezch-9fk0,21,45192,Hipotecada,0,Pessoal,B,11700,10.74,0,0.26,2,N
zjfjtacn-lega,NULL,83400,Hipotecada,2,"Pegamento de dívidas",C,2200,7.49,1,NULL,6,N
uxiigpqs-jy2u,28,56000,Própria,10,"Reforma residencial",C,12000,14.72,0,0.21,7,S
glpyzxiu-ximd,24,46809,Alugado,4,"Pegamento de dívidas",B,5000,12.18,0,0.11,4,N
j3jgnzeh-ozze,26,84996,Alugado,0,Médico,B,9000,11.26,0,0.11,2,N
3uyml31v-yiyz,32,52500,Hipotecada,15,"Pegamento de dívidas",A,9500,6.92,0,0.18,7,N
als0ixdx-6lk4,23,64000,Alugado,7,Educação,D,10325,12.92,1,0.16,2,S
atzuq99k-lywj,46,105398,Hipotecada,9,"Reforma residencial",E,20700,17.43,0,0.2,12,N
t8rwlmyv-u3m1,25,25000,Alugado,0,Médico,C,8500,12.53,1,0.34,2,S
pbrxxyct-azkq,27,35000,Alugado,8,Pessoal,B,12000,9.91,1,0.34,8,N
wwxrx0nj-ug9n,33,56312,Alugado,2,"Reforma residencial",B,3000,11.71,0,0.05,9,N
2qnsz1qk-xka1,30,144000,Hipotecada,12,Pessoal,C,35000,12.68,0,0.24,8,N
tomanh46-vzhx,32,30000,Hipotecada,6,Empreendimento,A,10000,7.51,0,0.33,9,N
jkzbhtxh-o0s9,34,33666,Alugado,4,"Pegamento de dívidas",D,8000,17.49,1,0.24,5,S
8h6ej4iw-zv0q,23,70000,Alugado,1,Médico,B,17000,8.88,0,0.24,4,N
htcimgps-ivxg,27,86875,Hipotecada,5,Empreendimento,B,8000,10.59,0,0.09,10,N
cj7a4hfg-pf2p,26,45000,Alugado,3,Médico,B,1500,10.25,0,0.03,4,N
naasmtll-mxd8,22,50000,Hipotecada,6,Pessoal,A,7800,6.62,0,0.16,3,N
phpdyo9l-7pt9,29,19200,Alugado,1,"Pegamento de dívidas",A,2000,5.99,1,0.1,6,N
1rx5blwq-g5qa,32,300000,Hipotecada,2,Médico,C,24000,12.87,0,0.08,10,N
oxnrwsn4-phgd,28,115000,Hipotecada,11,"Reforma residencial",A,5000,7.51,0,0.04,8,N
egyiz8kl-owld,29,63000,Alugado,13,Médico,A,10000,7.49,0,0.16,5,N
huywddjt-phyh,25,28800,Alugado,8,Educação,B,6800,9.63,0,0.24,3,N
lpl286b5-nzmc,24,47000,Alugado,8,"Pegamento de dívidas",B,NULL,11.49,0,0.19,4,NULL
okojgydy-cbh2,42,85000,Alugado,3,Empreendimento,C,5750,12.99,0,0.07,15,S
rrljgkcf-tgnx,26,110400,Hipotecada,3,Pessoal,F,9800,NULL,0,0.09,3,S
imdohy3s-ucv8,24,30000,Alugado,0,Médico,C,4600,NULL,0,0.15,2,S
ifltqaus-lq9f,36,72000,Hipotecada,4,"Reforma residencial",B,13000,NULL,0,0.18,13,N
menxxzgx-h3kp,23,25000,Alugado,3,Médico,B,5600,11.11,0,0.22,4,N
pw6zzmuh-ro7i,21,39600,Alugado,3,Educação,D,7000,14.96,0,0.18,2,S
rr1lktby-tjwk,27,56004,Hipotecada,4,Pessoal,A,3100,9.32,0,0.06,7,N
uni1tvjs-kaa2,22,48000,Alugado,6,Médico,A,16500,8.9,1,0.34,4,N
7zmahqle-0zzz,24,72000,Alugado,5,"Reforma residencial",B,8000,10,0,0.11,2,N
8hibwzc3-pncu,25,42500,Alugado,1,"Pegamento de dívidas",B,12000,12.69,0,0.28,3,N
igjnhlh5-rw15,58,68000,Hipotecada,1,Pessoal,B,8000,10.99,0,0.12,29,N
j27trjci-bod4,25,80000,Hipotecada,9,Empreendimento,E,4000,19.03,0,0.05,3,S
9gbo6gju-i4vh,24,25000,Alugado,0,"Reforma residencial",B,8500,12.21,1,0.34,2,N
dddy2p8h-s5nt,22,75000,Alugado,2,Educação,B,19600,12.42,0,0.26,4,N
t4ogo6ii-pwjg,36,62000,Alugado,5,"Pegamento de dívidas",A,9600,9.32,0,0.15,11,N
gyjoo3jd-emad,25,44000,Hipotecada,4,Médico,D,5550,14.11,1,0.13,4,S
dwxpkzg9-o0cp,22,40000,Própria,0,Educação,B,6000,11.48,0,0.15,4,N
do3p7uoc-myav,37,170004,Hipotecada,1,"Reforma residencial",E,25000,16.45,0,0.15,13,S
rdm9p0qi-e7fe,35,45000,Alugado,3,Médico,A,5500,6.92,0,0.12,6,N
pncgji9b-z09r,22,40800,Hipotecada,7,Educação,C,17050,NULL,0,0.42,2,S
u1rucxgc-zipk,35,15000,Própria,3,Médico,A,3700,9.32,1,0.25,5,N
roywrpmt-a6zv,37,780000,Alugado,9,Empreendimento,B,7500,12.18,0,0.01,13,N
f3y67rin-jckm,26,47000,Alugado,0,"Reforma residencial",D,25000,15.28,1,0.53,2,S
wczal1cd-qc0a,27,14400,Alugado,3,Educação,F,2500,18.3,1,0.17,7,N
mtcvzj4w-0fud,22,52800,Alugado,3,Educação,A,5600,7.29,0,0.11,3,N
rhyijgbu-xxrg,37,25000,Alugado,0,Empreendimento,D,2775,15.65,1,0.11,14,S
ujnj3g3s-srli,38,35000,Hipotecada,7,"Pegamento de dívidas",A,13075,7.29,0,0.37,16,N
a3yao0gs-rulo,27,100000,Alugado,0,Empreendimento,A,18000,7.88,0,0.18,5,N
lxor5ucd-p40t,33,612000,Alugado,3,Médico,C,5950,12.73,0,0.01,10,S
vhubtmux-djsf,41,24000,Hipotecada,5,Médico,A,1500,NULL,0,0.06,15,N
4yykz7z4-1kzi,24,114000,Hipotecada,8,Empreendimento,B,4000,NULL,0,0.04,2,N
tjvond5k-ozsj,22,96000,Hipotecada,3,Educação,C,11400,13.04,0,0.12,2,S
pcewdgps-d0jp,24,72000,Hipotecada,0,Educação,B,9000,NULL,0,0.13,2,N
roefxq2r-enkx,25,28128,Alugado,2,Educação,D,7500,15.33,1,0.27,3,S
nj5r2pbt-sj4t,24,24000,NULL,0,Empreendimento,D,7000,10.38,0,NULL,4,N
hds7b4mo-233b,24,80000,Alugado,5,Empreendimento,B,10000,11.14,0,0.13,4,N
pji3yntl-7lua,33,54000,Hipotecada,7,Empreendimento,C,7500,13.22,0,0.14,10,N
uaotbo7q-mcwn,29,41004,Alugado,6,Pessoal,B,12000,10,0,0.29,7,N
z9r5w98q-7ozy,23,60000,Alugado,2,Empreendimento,A,9000,NULL,0,0.15,4,N
jsaqgoyn-39ul,29,54000,Alugado,0,Pessoal,D,10000,14.96,1,0.19,9,N
launzjlq-u39w,23,44400,Alugado,2,"Pegamento de dívidas",A,7100,6.99,1,0.16,3,N
nzffob4d-djyn,36,130000,Alugado,3,"Pegamento de dívidas",B,14000,10.37,0,0.11,14,N
jadwf4tf-fnk4,26,36000,Hipotecada,8,"Reforma residencial",C,6000,12.29,0,0.17,4,S
1iqiq24s-puac,31,34800,Hipotecada,3,Empreendimento,D,2000,15.65,0,0.06,6,N
qwn6b8ri-ewnj,31,70000,Hipotecada,11,Educação,A,2000,7.4,0,0.03,7,N
8nkeuxfy-xfo9,28,87950,Hipotecada,12,Pessoal,B,24000,10.75,0,0.27,7,N
5iyo0ojr-xixe,38,18000,Alugado,4,Pessoal,C,3000,13.23,1,0.17,17,N
6nrumur0-cdyn,22,110000,Hipotecada,2,Empreendimento,B,9000,11.11,0,0.08,4,N
nzlnnajb-tjml,45,38268,Hipotecada,14,Pessoal,B,8400,12.18,0,0.22,11,N
t8iww2o4-gb6d,22,75000,Hipotecada,4,Educação,C,15000,13.61,0,0.2,4,N
xsvgraxd-zkrg,30,43200,Hipotecada,14,Pessoal,B,5000,11.36,0,0.12,9,N
yekapidm-fotd,26,37000,Alugado,2,Empreendimento,A,2500,7.14,0,0.07,3,N
ti4jdjhf-6a9d,27,72000,Alugado,6,Empreendimento,A,20000,8.9,0,0.28,5,N
5avrdhqu-ktgc,27,150000,Hipotecada,1,Empreendimento,B,12000,11.89,0,0.08,5,N
xitqm8i1-g35w,23,46000,Alugado,1,Educação,A,7000,7.4,0,0.15,4,N
oe0moelw-g2ki,22,95000,Hipotecada,1,Educação,C,7200,12.23,0,0.08,4,S
sntuljga-zgsh,31,50000,Hipotecada,5,Empreendimento,A,2000,6.39,0,0.04,7,N
njn7oyex-okgh,23,21000,Alugado,3,Pessoal,,7600,NULL,1,0.17,8,S
h3iprkpx-yln1,22,63800,Hipotecada,7,"Pegamento de dívidas",B,25000,11.36,0,0.39,4,N
bd2lv0qj-bqfs,23,87550,Alugado,7,Médico,A,18000,7.51,1,0.17,3,N
mqphidqy-ddi4,25,47000,Alugado,9,"Reforma residencial",D,19750,15.7,1,0.42,4,N
sjqygmfa-ykai,24,78000,Alugado,1,"Pegamento de dívidas",B,3500,11.83,1,0.04,3,N
oryjuw1e-eezs,24,30000,Própria,7,"Reforma residencial",C,10000,12.61,0,0.33,2,S
lsbftcx0-4d0h,23,24000,Alugado,1,Empreendimento,B,14075,NULL,1,0.59,3,N
y8p9ihyh-hwoz,24,44000,Alugado,1,Empreendimento,D,10000,NULL,1,0.23,3,S
aspxbse1-zfyo,22,45000,Alugado,6,"Pegamento de dívidas",B,16000,10.59,1,0.36,4,N
ybfolc8z-gqdo,23,48000,Alugado,3,"Pegamento de dívidas",A,8000,8.49,0,0.17,2,N
xsg1mpoa-nuzr,41,90000,Hipotecada,4,Empreendimento,C,15000,13.49,0,0.17,15,N
efeqx2ub-gzse,23,115000,Hipotecada,3,Educação,B,10000,10.59,0,0.09,2,N
6ryrpifi-ysjc,39,23500,Alugado,14,Pessoal,D,5850,15.2,0,0.25,12,N
mfdosrxd-g0uw,24,57600,Alugado,8,Educação,C,2500,14.72,0,0.04,3,S
s2jpow68-uv1l,27,44630,Própria,10,Médico,B,10825,10.99,0,0.24,8,N
vdjl2ap3-lr3r,24,30000,Alugado,8,Médico,B,3000,11.86,0,0.1,4,N
mzhktsh8-98qy,22,85500,Hipotecada,3,Empreendimento,D,18000,NULL,0,0.21,4,N
awpjnnwl-tz8f,27,28800,Alugado,0,Educação,A,3000,7.88,1,0.1,7,N
4bcj5imi-svar,27,22800,Hipotecada,11,Médico,B,2500,10.99,0,0.11,10,N
ahed4wca-dade,22,44172,Alugado,4,Pessoal,B,15000,10.37,1,0.34,3,N
q5dqb97i-tejj,24,85000,Hipotecada,8,Educação,B,20000,11.11,0,0.24,4,N
9o90nslx-p2rr,21,57192,Hipotecada,0,Médico,A,8000,7.49,0,0.14,3,N
jml0q3cn-5eqq,26,53000,Própria,8,Pessoal,B,16000,10.25,0,0.3,2,N
4o4whoi8-e1pn,26,40000,Alugado,1,Médico,C,5000,14.26,0,0.13,2,S
tatsdn2o-opxh,25,94000,Hipotecada,5,Médico,B,20000,NULL,0,0.21,4,N
ao4xb1bj-mb1p,24,89000,Própria,7,"Reforma residencial",D,15000,17.58,0,0.17,4,N
wia1kk0v-pmxb,24,62400,Hipotecada,8,NULL,A,1500,NULL,0,0.03,2,S
1uaije8n-d53n,25,62050,Hipotecada,4,Médico,D,5400,15.21,1,0.07,3,S
iswd4clb-w9po,23,75000,Própria,5,Empreendimento,A,10000,6.92,0,0.13,2,N
9eoxbmpl-gqtg,22,84000,Hipotecada,6,Pessoal,B,3900,11.71,0,0.05,4,N
8ofz06xm-pjmi,36,37000,Hipotecada,5,Médico,E,3000,18.39,1,0.08,15,S
ozayftnb-dyxg,24,67200,Alugado,4,Educação,B,5000,NULL,0,0.07,4,N
ozeigylg-ibew,26,41400,Alugado,5,Médico,B,7300,9.45,0,0.18,2,N
xpxcswrb-frax,33,25200,Alugado,3,Médico,E,1600,16.69,1,0.06,6,N
ioeazhqd-yohb,29,27840,Alugado,0,Pessoal,E,8575,19.42,1,0.31,8,N
60yjzwel-jnkh,23,30000,Alugado,7,Educação,B,3600,9.7,0,0.12,3,N
sdjn9dqr-dag4,35,98320,Hipotecada,15,Pessoal,B,10425,11.49,0,0.11,9,N
bwloq1bn-hbng,37,48000,Própria,8,Pessoal,A,2500,6.03,0,0.05,11,N
zon4ijtm-hxpm,27,146000,Hipotecada,5,Médico,A,2500,8.49,0,0.02,5,N
gbljoutf-748w,25,144996,Hipotecada,2,Educação,E,25000,16.35,0,0.17,2,S
xvr8cdq2-xpfi,25,23387,Alugado,2,Pessoal,A,10000,7.51,1,0.43,4,N
bzi8khqg-gmee,22,35000,Alugado,2,Empreendimento,C,4500,14.27,0,0.13,2,S
csncppek-6zns,28,38000,Hipotecada,5,Empreendimento,A,8400,7.51,0,0.22,7,N
b2ch9jcf-cqvg,46,30000,Alugado,15,"Pegamento de dívidas",C,10000,13.49,1,0.33,12,N
dwcqrpzp-ajul,28,50000,Hipotecada,3,"Pegamento de dívidas",A,5000,7.74,0,0.1,6,N
i52fxidg-uog9,23,67700,NULL,7,Educação,,2700,11.86,0,0.02,2,N
hhloawbt-tl6t,22,54000,Alugado,6,Educação,C,10000,13.79,1,0.19,4,N
imsa4ifm-sipx,25,35004,Alugado,3,Pessoal,A,5000,8.94,0,0.14,2,N
ngama72q-uqut,24,31200,Alugado,3,Pessoal,C,2000,14.65,0,0.06,2,S
d9splsbt-sbii,39,65000,Hipotecada,17,Educação,A,15000,7.9,0,0.23,14,N
lbuof0kk-zu57,23,65000,Alugado,0,Médico,A,15000,7.88,0,0.23,3,N
dw7gmcr0-nnpz,22,50000,Própria,6,Empreendimento,A,6400,6.92,0,0.13,4,N
xds6qnau-rpns,24,95000,Alugado,3,"Pegamento de dívidas",A,18000,8.49,0,0.19,4,N
xsghh8qg-lqvd,21,18000,Alugado,1,Pessoal,A,3200,8.49,1,0.18,3,N
dlsrrxrt-hilj,32,44500,Própria,3,Educação,A,15000,7.51,0,0.34,5,N
duanutsr-3wuc,28,61000,Alugado,9,Pessoal,B,25000,9.91,1,0.41,7,N
vwfmde8f-iihf,24,38000,Alugado,0,Empreendimento,B,12000,11.89,1,0.32,3,N
hmi4f4fa-8aaf,23,48000,Alugado,0,Médico,D,20000,14.96,1,0.42,3,N
40tdpxsw-6riz,24,80004,Própria,3,"Reforma residencial",C,2425,15.27,0,0.03,4,S
uzqzekxk-leua,27,75000,Alugado,2,Educação,C,8000,13.49,0,0.11,5,S
d2p02pxu-cnup,25,35500,Alugado,5,Médico,B,4000,10.99,0,0.11,3,N
crhl4hem-m6oc,26,65000,Alugado,0,"Reforma residencial",C,4800,13.72,0,0.07,2,N
4n2wxgns-puox,33,48000,Hipotecada,2,"Reforma residencial",A,7500,8,0,0.16,10,N
vxim6y3h-nbnv,22,30000,Própria,5,Pessoal,B,3000,10.36,0,0.1,2,N
z7ircaum-hq4e,30,62000,Alugado,14,Médico,B,12000,11.71,0,0.19,9,N
ubfqunmw-r3ug,21,43000,Alugado,NULL,Empreendimento,D,17525,12.72,0,0.12,7,NULL
k9yn0xhb-mohy,22,108000,Alugado,6,Educação,B,28000,NULL,1,0.26,4,N
uapysfm4-6y9y,25,44000,Alugado,9,Médico,C,10000,12.68,0,0.23,4,S
fwgbxupt-9itn,41,24000,Própria,3,Educação,C,4500,12.99,0,0.19,14,S
eflxh434-7cgz,25,84000,Hipotecada,4,"Pegamento de dívidas",A,8500,6.62,0,0.1,4,N
v5grr8dx-dxmw,26,60000,Hipotecada,10,Pessoal,A,1200,7.4,0,0.02,4,N
qo0mxj5c-j0qj,21,30000,Alugado,2,Médico,A,4150,6.76,0,0.14,3,N
stvrqwkg-5e77,31,125000,Própria,5,Médico,A,30000,7.51,0,0.24,9,N
weichdr3-w2jx,24,37004,Alugado,2,Empreendimento,D,5500,15.05,1,0.15,4,N
wltapezq-a0wr,43,350000,Hipotecada,3,Pessoal,B,18000,11.49,0,0.05,14,N
4xsrlxwm-no92,24,70000,Hipotecada,8,Médico,B,1600,10.99,0,0.02,3,N
jufnpjwk-ac8w,30,30000,Alugado,1,Pessoal,B,14500,NULL,1,0.48,8,N
uvpdrkg3-lmh4,25,65000,Hipotecada,9,Pessoal,A,5000,7.29,0,0.08,4,N
ea2se1ot-cty9,39,20400,Alugado,3,Médico,C,6000,15.27,0,0.29,13,S
r3izlynj-ubea,26,26400,Própria,8,NULL,A,17000,7.88,1,NULL,6,N
xrgm3xfb-jflh,32,45000,Alugado,3,Educação,C,3000,12.61,0,0.07,8,S
007o7z4z-dx1c,24,113000,Hipotecada,5,Educação,B,17950,11.99,0,0.16,4,N
h54q0zdy-1ymz,69,24000,Alugado,3,Médico,A,6000,6.62,0,0.25,20,N
3rbz75jo-cgf7,27,39996,Alugado,3,Pessoal,D,10000,15.37,0,0.25,8,S
lkmbc2qr-1nqb,31,24000,Alugado,3,Educação,A,6000,8.49,0,0.25,5,N
4zf4itpx-ju8u,29,101000,Própria,6,"Reforma residencial",B,12000,12.18,0,0.12,8,N
jgsu3n9m-ca5k,29,63755,Hipotecada,14,Médico,C,3000,NULL,0,0.05,10,S
sakbjkbt-zo4c,46,57359,Hipotecada,3,"Pegamento de dívidas",A,9000,6.92,0,0.16,14,N
wtatwd7r-nb26,28,72000,Hipotecada,9,"Reforma residencial",B,18000,11.89,0,0.25,8,N
ibs3qdni-4wed,28,52000,Alugado,2,Pessoal,B,10000,12.69,0,0.19,7,N
1uojpgqc-a3ji,26,30576,Hipotecada,10,Médico,D,3000,14.46,1,0.1,2,S
oqxeonpl-hl0f,23,24000,Própria,7,Educação,A,5000,7.49,0,0.21,2,N
ca8nmn41-oube,24,49000,Hipotecada,2,Empreendimento,D,7000,13.17,0,0.14,4,S
teupscyz-4sit,27,26400,Alugado,1,Médico,C,2000,13.61,0,0.08,10,N
t5f8uekf-9vkk,25,24000,Alugado,2,Médico,A,10625,6.03,1,0.44,2,N
utp0rmym-17jt,24,114000,Hipotecada,2,"Pegamento de dívidas",B,15000,9.76,0,0.13,3,N
dkhjapwb-e1mq,34,120000,Própria,4,Empreendimento,B,7800,10.99,0,0.07,9,N
dwsewuzw-0yny,28,34000,Alugado,1,Empreendimento,B,4800,11.49,0,0.14,7,N
1ilpqkbj-zqpv,23,55000,Hipotecada,2,Educação,A,7000,8.59,0,0.13,2,N
ny5hbqww-copc,24,50700,Hipotecada,8,Educação,A,4500,8.9,0,0.09,4,N
cuza4wa4-crye,29,46000,Hipotecada,3,"Reforma residencial",C,7500,14.35,0,0.16,5,S
9zl10hlr-08c7,22,32004,Própria,0,Educação,A,6600,9.07,0,0.21,3,N
wqrqrhgz-zobv,23,35000,Hipotecada,7,Educação,F,15000,18.43,0,0.43,2,S
3cdfqvje-c6xa,25,96000,Alugado,9,"Reforma residencial",A,7075,5.99,0,0.07,4,N
gggdx9f8-wjfw,27,180000,Alugado,4,Pessoal,B,8000,10.37,0,0.04,5,N
oaqhplzd-j7xj,28,90700,Hipotecada,11,"Reforma residencial",A,20000,6.91,0,0.22,8,N
aknbaita-iu5o,24,65000,Alugado,4,Educação,D,21250,15.95,1,0.33,4,S
oktmq6rb-ix3i,32,28800,Alugado,4,Pessoal,E,14500,16.7,1,0.5,10,N
urzu9hwn-evke,27,40000,Alugado,4,Educação,A,2500,6.99,0,0.06,5,N
ds2jh5kj-wumf,22,81600,Hipotecada,6,Pessoal,A,1300,6.39,0,0.02,3,N
ou3uip8v-7eiy,26,27000,Alugado,9,"Pegamento de dívidas",A,11000,8.9,1,0.41,3,N
pyy8hy9a-ss1b,35,70360,Alugado,8,Educação,A,10000,6.62,0,0.14,5,N
krhnumnm-64k3,31,72250,"Outros casos",6,Médico,F,25000,17.03,1,0.29,5,S
ctg3gs5f-0ruc,23,73500,Alugado,3,Pessoal,B,15000,11.89,0,0.2,3,N
h1erwnnw-laos,30,73000,Alugado,15,Pessoal,B,5500,9.99,0,0.08,5,N
djzwlxqf-bk7s,23,48000,Alugado,2,Educação,B,16000,10,1,0.33,4,N
waiqwoxg-yb51,29,32000,Hipotecada,13,"Reforma residencial",A,8000,5.99,0,0.25,7,N
vixt7pw1-bwaz,24,39996,Alugado,1,Médico,B,16000,10.71,1,0.4,2,N
xys8lo2l-rkwx,25,39000,Alugado,9,Médico,D,7500,15.62,1,0.19,2,S
gip48i8v-4qmo,27,56253,Alugado,11,Empreendimento,B,10000,11.36,0,0.18,8,N
dsnerlfc-r39m,33,51000,Hipotecada,12,Médico,A,7200,6.76,0,0.14,5,N
foul80a0-gsbf,28,39000,Alugado,6,Médico,D,8000,14.91,1,0.21,7,S
kdwetk2u-6xl7,27,38400,Alugado,6,Médico,B,5000,9.88,0,0.13,10,N
lfbwpwsv-ah4g,27,55812,Alugado,3,"Pegamento de dívidas",A,10000,6.54,0,0.18,10,N
oucaozqh-aqly,39,65000,Hipotecada,3,Educação,D,6000,15.62,0,0.09,14,S
0shjkhaj-it6m,25,19000,Alugado,0,"Pegamento de dívidas",C,750,12.29,0,0.04,4,S
qsjsanic-ci8j,22,28000,Hipotecada,NULL,"Pegamento de dívidas",B,7000,11.49,NULL,0.11,15,N
kigns6r5-ee71,22,60350,Hipotecada,6,Médico,D,35000,16.89,1,0.49,3,N
xzjltqmr-sx7i,22,50000,Hipotecada,0,"Pegamento de dívidas",A,12800,5.79,0,0.26,2,N
c1fax8uh-fk6h,24,60000,Hipotecada,8,Empreendimento,A,2800,9.32,0,0.05,4,N
ouetpktc-vxcy,23,30000,Alugado,3,Pessoal,A,3600,5.99,0,0.12,2,N
g1gdvujj-iojj,23,45000,Alugado,1,"Pegamento de dívidas",C,2000,13.49,0,0.04,2,N
n3y2s2il-nmel,22,86000,Alugado,6,Médico,A,6000,5.42,0,0.07,3,N
8rqxpbxr-lehq,45,34800,Alugado,6,Médico,C,4000,13.49,0,0.11,15,N
to02wjuq-vm1d,25,55000,Hipotecada,9,"Pegamento de dívidas",A,17000,6.91,0,0.31,4,N
qyewe19l-8fqi,25,35000,Alugado,5,Empreendimento,B,9600,9.91,0,0.27,2,N
emqjr9jp-3ckv,33,30000,Alugado,0,"Pegamento de dívidas",A,6500,8.49,0,0.22,10,N
5suqnniq-uy7o,24,36000,Alugado,7,"Pegamento de dívidas",A,13000,7.29,1,0.36,3,N
,25,125000,Hipotecada,5,NULL,E,8000,16.35,0,NULL,5,S
mvkjyvgc-yyuw,22,54000,Alugado,4,"Pegamento de dívidas",C,9000,15.96,0,0.17,3,S
u3tppaoa-3fdc,22,45000,Alugado,1,Empreendimento,E,10000,NULL,1,0.22,2,N
dluwseiw-3e6q,29,92250,Alugado,2,Médico,B,13000,10.99,0,0.14,9,N
srpr6oov-awq4,23,38400,Alugado,5,Educação,B,13000,11.71,1,0.34,3,N
9zt0xpil-ggtx,27,12000,Própria,0,Educação,D,8125,14.42,1,0.68,5,S
17eioktn-esgh,23,96000,Alugado,1,Médico,C,20000,13.04,0,0.21,3,N
ciqkosti-dsd7,34,60353,Alugado,13,Pessoal,B,8500,10.65,0,0.14,8,N
r7gg0ukx-skjg,25,60000,Hipotecada,6,Empreendimento,D,8400,16.89,0,0.14,3,N
3teoce82-9jwz,32,140000,Hipotecada,9,Educação,A,11000,5.42,0,0.08,8,N
aupnymjy-tnwq,39,60000,Alugado,2,"Pegamento de dívidas",C,6000,15.27,0,0.1,14,N
t7ngj2fe-x46j,29,52000,Hipotecada,6,Empreendimento,D,12000,15.65,0,0.23,8,N
lqymsmcz-hadw,21,18000,NULL,NULL,"Pegamento de dívidas",C,12000,NULL,0,0.19,16,N
jydvx7vu-mgbm,23,54000,Alugado,7,Médico,C,9500,14.65,0,0.18,2,N
oifbwhoi-iqud,23,40000,Própria,NULL,Empreendimento,A,7500,5.42,0,0.19,2,N
3ixzrj2l-egbs,40,142000,Hipotecada,2,Pessoal,D,25000,15.31,0,0.18,14,N
juyz208x-9pyb,30,70000,Alugado,3,"Pegamento de dívidas",C,7200,NULL,0,0.1,10,S
dc4ba4rj-sdhg,44,109000,Hipotecada,17,Médico,C,12800,13.79,0,0.12,12,S
ksk3jgmm-b24h,25,180488,Hipotecada,9,"Reforma residencial",C,24000,12.87,0,0.13,2,N
2e2jp2gn-3rc2,53,95000,Própria,24,Pessoal,A,6000,5.42,0,0.06,30,N
2sbxntio-v9wx,40,110000,Hipotecada,14,Pessoal,B,5000,11.49,0,0.05,14,N
hxlm6umo-kdfk,25,48000,Hipotecada,6,Educação,B,24250,10.25,0,0.51,3,N
hoafsfe2-glq6,40,75000,Alugado,3,Educação,A,6500,7.9,0,0.09,15,N
ng2urypj-wr4y,23,28000,Alugado,5,Pessoal,B,6000,9.63,0,0.21,4,N
l5miiheg-jqsp,22,22000,Hipotecada,3,Empreendimento,A,6500,NULL,0,0.3,4,N
fatze3l6-mths,35,60000,Alugado,3,"Reforma residencial",A,8000,5.79,0,0.13,10,N
iwzdnagb-subh,36,39520,Própria,14,Empreendimento,A,5000,5.79,0,0.13,16,N
gpoiizou-esgv,26,210000,Própria,10,Pessoal,B,22000,11.83,0,0.1,4,N
q3pzx6k5-qwxe,30,118000,Hipotecada,0,Pessoal,C,5000,13.92,0,0.04,9,S
kgsgqy0u-qb6x,23,71500,Alugado,3,"Pegamento de dívidas",D,30000,NULL,1,0.42,4,N
zdhznsdx-hszw,29,83300,Hipotecada,5,Médico,E,5000,16.95,1,0.05,6,S
bnrqvdyp-zf0q,22,51480,Hipotecada,4,Pessoal,B,3000,11.83,0,0.06,2,N
laus5gox-9bhk,28,78000,Hipotecada,7,"Reforma residencial",B,10000,9.91,0,0.13,5,N
faoqldyv-osyh,NULL,NULL,Hipotecada,6,Empreendimento,A,10000,13.85,1,0.08,5,S
qytdkxid-gleu,29,37920,Alugado,2,Médico,C,12000,13.48,1,0.32,8,N
mknlngjo-b3d8,21,26124,Alugado,3,Educação,D,8875,15.62,1,0.34,3,S
26zet7vj-chbw,24,122000,Alugado,4,Educação,B,15000,11.58,0,0.12,3,N
nhe34lrw-3wvf,28,48000,Própria,1,"Reforma residencial",D,12000,14.54,0,0.25,10,N
u1rxvqi3-hrqx,46,33099,Hipotecada,2,Médico,E,12000,NULL,1,0.36,14,N
jvttxqmi-1s7a,36,80000,Hipotecada,9,Educação,C,6000,NULL,0,0.07,11,N
